row,image_ref,original_text,model,model_used,police,fire_truck,ambulance,no_emergency_vehicles,hard_to_tell,reasoning,latency_ms,error
4,https://alertmedia.dataminr.com/Prod/vz/image/2023/8/9/DSLPGpWolcxgTKfByJOvwTHoF0o0.jpg?Expires=1723211873&Signature=zFFa7-rPQtlIthuCaaAZCbbuowN72zkOPn98xYM2bov8tVial-UOm9Lc3I8TAH3QkogFPkfupJOoJMHMV6bPomag78IcIIW9qDsi3zjcL4lOkeHibud8f5Wpbe3yZmDMIKJIPFmG7ZoWlrfRA6NCtY2QpZWXDFsTsj6UNKiJfttkNAMT4BiFUQZgAyUSAJ~gbJIQKeXxYl1CtwqjVyA3G~PDI2obeIN3P5BR~CIqXEZVhmxxLRKtJlucCVfinMgDFlPsOOidtPBTTomt4NpyHa-bJ4BfVdaU60O9sK7KWSj3XT365PifSW3y9nSG~3VPkevSHzEMEpFukEkqzUZdGA__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of  I-65 and Armory Drive in Oak Hill, TN",claude-3-5-sonnet-20241022,,,,,,,,,URL expired — re-run with fresh presigned URLs
4,https://alertmedia.dataminr.com/Prod/vz/image/2023/8/9/DSLPGpWolcxgTKfByJOvwTHoF0o0.jpg?Expires=1723211873&Signature=zFFa7-rPQtlIthuCaaAZCbbuowN72zkOPn98xYM2bov8tVial-UOm9Lc3I8TAH3QkogFPkfupJOoJMHMV6bPomag78IcIIW9qDsi3zjcL4lOkeHibud8f5Wpbe3yZmDMIKJIPFmG7ZoWlrfRA6NCtY2QpZWXDFsTsj6UNKiJfttkNAMT4BiFUQZgAyUSAJ~gbJIQKeXxYl1CtwqjVyA3G~PDI2obeIN3P5BR~CIqXEZVhmxxLRKtJlucCVfinMgDFlPsOOidtPBTTomt4NpyHa-bJ4BfVdaU60O9sK7KWSj3XT365PifSW3y9nSG~3VPkevSHzEMEpFukEkqzUZdGA__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of  I-65 and Armory Drive in Oak Hill, TN",gemini/gemini-1.5-pro,,,,,,,,,URL expired — re-run with fresh presigned URLs
5,https://alertmedia.dataminr.com/Prod/vz/image/2023/7/11/ifmKA5TTtgrGU2l52OaYZzMsv4c0.jpg?Expires=1720670868&Signature=axalkfvmOs6Bv40AEJZp8uVdgpanNgWqE9bh6OaPFXBpv6EFmsHdfCgTugnl3VQ5vQOpbJdSV9S7Kxc1KzwhnpGsmYmgSZiKCeYl2f~AXPPrJ3CYVLac~fZzV-FRxS-I5NQdFXLq-cvz1nep5YCaVBFEwnWaGGFWrLl74Rt4nG4UDeGZFHrCLAiHeXZ~26hR7ABSPLSbJ8sX5K9mVjezejrWz3t024KXrTDzZaRH4Peetftoxkcs5e9xiQceZBukv2TTlOT-WTH0KxlvQtokfNych2rTWwuFRnzgrNhrRoZfPj03WyIHEpK23uiRchTEPuKC42CWJG8L0kQiUgqEwA__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12 Avenue Southeast and Olympic Way Southeast in Calgary, AB, Canada",gpt-4o,,,,,,,,,URL expired — re-run with fresh presigned URLs
5,https://alertmedia.dataminr.com/Prod/vz/image/2023/7/11/ifmKA5TTtgrGU2l52OaYZzMsv4c0.jpg?Expires=1720670868&Signature=axalkfvmOs6Bv40AEJZp8uVdgpanNgWqE9bh6OaPFXBpv6EFmsHdfCgTugnl3VQ5vQOpbJdSV9S7Kxc1KzwhnpGsmYmgSZiKCeYl2f~AXPPrJ3CYVLac~fZzV-FRxS-I5NQdFXLq-cvz1nep5YCaVBFEwnWaGGFWrLl74Rt4nG4UDeGZFHrCLAiHeXZ~26hR7ABSPLSbJ8sX5K9mVjezejrWz3t024KXrTDzZaRH4Peetftoxkcs5e9xiQceZBukv2TTlOT-WTH0KxlvQtokfNych2rTWwuFRnzgrNhrRoZfPj03WyIHEpK23uiRchTEPuKC42CWJG8L0kQiUgqEwA__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12 Avenue Southeast and Olympic Way Southeast in Calgary, AB, Canada",claude-3-5-sonnet-20241022,,,,,,,,,URL expired — re-run with fresh presigned URLs
5,https://alertmedia.dataminr.com/Prod/vz/image/2023/7/11/ifmKA5TTtgrGU2l52OaYZzMsv4c0.jpg?Expires=1720670868&Signature=axalkfvmOs6Bv40AEJZp8uVdgpanNgWqE9bh6OaPFXBpv6EFmsHdfCgTugnl3VQ5vQOpbJdSV9S7Kxc1KzwhnpGsmYmgSZiKCeYl2f~AXPPrJ3CYVLac~fZzV-FRxS-I5NQdFXLq-cvz1nep5YCaVBFEwnWaGGFWrLl74Rt4nG4UDeGZFHrCLAiHeXZ~26hR7ABSPLSbJ8sX5K9mVjezejrWz3t024KXrTDzZaRH4Peetftoxkcs5e9xiQceZBukv2TTlOT-WTH0KxlvQtokfNych2rTWwuFRnzgrNhrRoZfPj03WyIHEpK23uiRchTEPuKC42CWJG8L0kQiUgqEwA__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12 Avenue Southeast and Olympic Way Southeast in Calgary, AB, Canada",gemini/gemini-1.5-pro,,,,,,,,,URL expired — re-run with fresh presigned URLs
6,https://alertmedia.dataminr.com/Prod/vz/image/2023/7/15/hNCcrepYi9ozNbGUH4bs8BHsIfs0.jpg?Expires=1721013604&Signature=Gqdvvmo5Ygva4UUWTlwDLFDhOC4XtDw92oY70DPz9hniRl1sWZ0J1DAYnVITJlVEDrckg8sM8FcqeD3PKSNoH2pQ5NjdsCQb-kKyBcWEYVnd1uee-Rz5mgmPIUraB4iEviAHGY5oi04PaHIbU-EpxNWIXFE9pW~XyxJf-T6i7Nj0d4~mn0Xf1j4vWKGwAwlJpOwehxBeVyXiWassxjMTFLJQrXo5va8oILfAEDAnR2yiHaL8V7vChhJVfWPSz8VQyRCldrJ4e0g0MbGu~dNkV5l943H4HHauYFLz65afYqKc0~qZ1Jk1oik3vytpYigRS99cwQsBtAN1azOznKrFEg__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12 Avenue Southeast and Olympic Way Southeast in Calgary, AB, Canada",gpt-4o,,,,,,,,,URL expired — re-run with fresh presigned URLs
6,https://alertmedia.dataminr.com/Prod/vz/image/2023/7/15/hNCcrepYi9ozNbGUH4bs8BHsIfs0.jpg?Expires=1721013604&Signature=Gqdvvmo5Ygva4UUWTlwDLFDhOC4XtDw92oY70DPz9hniRl1sWZ0J1DAYnVITJlVEDrckg8sM8FcqeD3PKSNoH2pQ5NjdsCQb-kKyBcWEYVnd1uee-Rz5mgmPIUraB4iEviAHGY5oi04PaHIbU-EpxNWIXFE9pW~XyxJf-T6i7Nj0d4~mn0Xf1j4vWKGwAwlJpOwehxBeVyXiWassxjMTFLJQrXo5va8oILfAEDAnR2yiHaL8V7vChhJVfWPSz8VQyRCldrJ4e0g0MbGu~dNkV5l943H4HHauYFLz65afYqKc0~qZ1Jk1oik3vytpYigRS99cwQsBtAN1azOznKrFEg__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12 Avenue Southeast and Olympic Way Southeast in Calgary, AB, Canada",claude-3-5-sonnet-20241022,,,,,,,,,URL expired — re-run with fresh presigned URLs
6,https://alertmedia.dataminr.com/Prod/vz/image/2023/7/15/hNCcrepYi9ozNbGUH4bs8BHsIfs0.jpg?Expires=1721013604&Signature=Gqdvvmo5Ygva4UUWTlwDLFDhOC4XtDw92oY70DPz9hniRl1sWZ0J1DAYnVITJlVEDrckg8sM8FcqeD3PKSNoH2pQ5NjdsCQb-kKyBcWEYVnd1uee-Rz5mgmPIUraB4iEviAHGY5oi04PaHIbU-EpxNWIXFE9pW~XyxJf-T6i7Nj0d4~mn0Xf1j4vWKGwAwlJpOwehxBeVyXiWassxjMTFLJQrXo5va8oILfAEDAnR2yiHaL8V7vChhJVfWPSz8VQyRCldrJ4e0g0MbGu~dNkV5l943H4HHauYFLz65afYqKc0~qZ1Jk1oik3vytpYigRS99cwQsBtAN1azOznKrFEg__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12 Avenue Southeast and Olympic Way Southeast in Calgary, AB, Canada",gemini/gemini-1.5-pro,,,,,,,,,URL expired — re-run with fresh presigned URLs
7,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/16/VCI7YTrx46jyFPfDnvQ0cJjc0eQ0.jpg?Expires=1718567476&Signature=29WTyQMyN8zS02HvkWdKKnXKHsOskjqQRauvtekKr7LFKnYRcKFGRqN-CNvdVNlVtSP~R5GlCrb883IPr89iHYg2QGDqppDU-UqJ4yBxzWLv3EFVnZ30PaTmR9uuQ9BoT0vpjt1~lym4jjPhieYdby76klOtIWIVJUbmRS-Oe9RpeoNz2CIdjK3ElK70RoZ-NH1-gniIUOJWq6RXKsoNZCpiK0zVM~UI3ThrDNGtMJRncgGQWtMmEetRC-j2ShEcFMwMXG3xX2OrMRyw5OtUfxZAteHyGL0CVi9SCrhtv9stjuV54vlY9AomT4806dFSBZVYzjy-V9-37c~F9Sml8w__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12th Avenue and West 42nd Street in New York, NY",gpt-4o,,,,,,,,,URL expired — re-run with fresh presigned URLs
7,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/16/VCI7YTrx46jyFPfDnvQ0cJjc0eQ0.jpg?Expires=1718567476&Signature=29WTyQMyN8zS02HvkWdKKnXKHsOskjqQRauvtekKr7LFKnYRcKFGRqN-CNvdVNlVtSP~R5GlCrb883IPr89iHYg2QGDqppDU-UqJ4yBxzWLv3EFVnZ30PaTmR9uuQ9BoT0vpjt1~lym4jjPhieYdby76klOtIWIVJUbmRS-Oe9RpeoNz2CIdjK3ElK70RoZ-NH1-gniIUOJWq6RXKsoNZCpiK0zVM~UI3ThrDNGtMJRncgGQWtMmEetRC-j2ShEcFMwMXG3xX2OrMRyw5OtUfxZAteHyGL0CVi9SCrhtv9stjuV54vlY9AomT4806dFSBZVYzjy-V9-37c~F9Sml8w__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12th Avenue and West 42nd Street in New York, NY",claude-3-5-sonnet-20241022,,,,,,,,,URL expired — re-run with fresh presigned URLs
7,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/16/VCI7YTrx46jyFPfDnvQ0cJjc0eQ0.jpg?Expires=1718567476&Signature=29WTyQMyN8zS02HvkWdKKnXKHsOskjqQRauvtekKr7LFKnYRcKFGRqN-CNvdVNlVtSP~R5GlCrb883IPr89iHYg2QGDqppDU-UqJ4yBxzWLv3EFVnZ30PaTmR9uuQ9BoT0vpjt1~lym4jjPhieYdby76klOtIWIVJUbmRS-Oe9RpeoNz2CIdjK3ElK70RoZ-NH1-gniIUOJWq6RXKsoNZCpiK0zVM~UI3ThrDNGtMJRncgGQWtMmEetRC-j2ShEcFMwMXG3xX2OrMRyw5OtUfxZAteHyGL0CVi9SCrhtv9stjuV54vlY9AomT4806dFSBZVYzjy-V9-37c~F9Sml8w__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 12th Avenue and West 42nd Street in New York, NY",gemini/gemini-1.5-pro,,,,,,,,,URL expired — re-run with fresh presigned URLs
8,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/18/MiSsvVLCrZUaLNXG640fkLmNGUA0.jpg?Expires=1718712086&Signature=i6DCLW6Vh3us67ySVhjw1VKUebcZDhq8r5VZ1m-SQNi4GDg-oEj7WMz8iZUxRUqVW0-fPNY~6Jj4vsqCKq36A1nshdhb5112iqYoP9ZWOpz68x2SutRA3OWddAqAW00GS34a8FiDsDeq~kCbIfrpLkeKV8R3yj-Kz27CeipZuUeQjsuwv8z4vonHWL2HZxsys9JpRzJq4utyXyFttiM8uqbCYpO2NoLRlImd9k0TCOpOCI~CDnYCo1ajm75K-8DjWhb8GA~OC4S9LFqDzwTiSwK9vBitSDCQH86HBdmjKfS4-GTfApqBH2FQpj-UQ9T72T0yo3DrVpyEKxZNWzWzGQ__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 132nd Street and Totem Lake Boulevard in Kirkland, WA",gpt-4o,,,,,,,,,URL expired — re-run with fresh presigned URLs
8,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/18/MiSsvVLCrZUaLNXG640fkLmNGUA0.jpg?Expires=1718712086&Signature=i6DCLW6Vh3us67ySVhjw1VKUebcZDhq8r5VZ1m-SQNi4GDg-oEj7WMz8iZUxRUqVW0-fPNY~6Jj4vsqCKq36A1nshdhb5112iqYoP9ZWOpz68x2SutRA3OWddAqAW00GS34a8FiDsDeq~kCbIfrpLkeKV8R3yj-Kz27CeipZuUeQjsuwv8z4vonHWL2HZxsys9JpRzJq4utyXyFttiM8uqbCYpO2NoLRlImd9k0TCOpOCI~CDnYCo1ajm75K-8DjWhb8GA~OC4S9LFqDzwTiSwK9vBitSDCQH86HBdmjKfS4-GTfApqBH2FQpj-UQ9T72T0yo3DrVpyEKxZNWzWzGQ__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 132nd Street and Totem Lake Boulevard in Kirkland, WA",claude-3-5-sonnet-20241022,,,,,,,,,URL expired — re-run with fresh presigned URLs
8,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/18/MiSsvVLCrZUaLNXG640fkLmNGUA0.jpg?Expires=1718712086&Signature=i6DCLW6Vh3us67ySVhjw1VKUebcZDhq8r5VZ1m-SQNi4GDg-oEj7WMz8iZUxRUqVW0-fPNY~6Jj4vsqCKq36A1nshdhb5112iqYoP9ZWOpz68x2SutRA3OWddAqAW00GS34a8FiDsDeq~kCbIfrpLkeKV8R3yj-Kz27CeipZuUeQjsuwv8z4vonHWL2HZxsys9JpRzJq4utyXyFttiM8uqbCYpO2NoLRlImd9k0TCOpOCI~CDnYCo1ajm75K-8DjWhb8GA~OC4S9LFqDzwTiSwK9vBitSDCQH86HBdmjKfS4-GTfApqBH2FQpj-UQ9T72T0yo3DrVpyEKxZNWzWzGQ__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 132nd Street and Totem Lake Boulevard in Kirkland, WA",gemini/gemini-1.5-pro,,,,,,,,,URL expired — re-run with fresh presigned URLs
9,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/16/iuRGr8BCHHwh5KQ006BVhvV7f0s0.jpg?Expires=1718516859&Signature=cNp1ggAQVO3eO-TM~r1bkd9EMYUoskvdjZbUeR-~JKwXPZyYZ9czxoHjAPCF~h5jXSxL2iq5DOYhp48jk4RELXYSTGOJp21RfWqTDAOKChHMtfg8e5quORKqYypreCQVciaMeD-YmwDc4apTacgEsBPVSRjApRordnjX0fCw-Tr~PnYwkHtDgZFgM0lY71y6WTCzbIqEWGjkwhYhexp7VdglP4FBTEVReSReOS4BCK8z~lyFSDC8AASyJGw1VWznkvMUBEq6kAw-tc2QeAzxBITMXm3BJkTyzpGLQJzK0GqazWNkAtZ7a6exJh2ZNsLRlKO-lAgCBFxhwcYhA-IbSw__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 14th Avenue Northeast and Northeast 75th Street in Seattle, WA",gpt-4o,,,,,,,,,URL expired — re-run with fresh presigned URLs
9,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/16/iuRGr8BCHHwh5KQ006BVhvV7f0s0.jpg?Expires=1718516859&Signature=cNp1ggAQVO3eO-TM~r1bkd9EMYUoskvdjZbUeR-~JKwXPZyYZ9czxoHjAPCF~h5jXSxL2iq5DOYhp48jk4RELXYSTGOJp21RfWqTDAOKChHMtfg8e5quORKqYypreCQVciaMeD-YmwDc4apTacgEsBPVSRjApRordnjX0fCw-Tr~PnYwkHtDgZFgM0lY71y6WTCzbIqEWGjkwhYhexp7VdglP4FBTEVReSReOS4BCK8z~lyFSDC8AASyJGw1VWznkvMUBEq6kAw-tc2QeAzxBITMXm3BJkTyzpGLQJzK0GqazWNkAtZ7a6exJh2ZNsLRlKO-lAgCBFxhwcYhA-IbSw__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 14th Avenue Northeast and Northeast 75th Street in Seattle, WA",claude-3-5-sonnet-20241022,,,,,,,,,URL expired — re-run with fresh presigned URLs
9,https://alertmedia.dataminr.com/Prod/vz/image/2023/6/16/iuRGr8BCHHwh5KQ006BVhvV7f0s0.jpg?Expires=1718516859&Signature=cNp1ggAQVO3eO-TM~r1bkd9EMYUoskvdjZbUeR-~JKwXPZyYZ9czxoHjAPCF~h5jXSxL2iq5DOYhp48jk4RELXYSTGOJp21RfWqTDAOKChHMtfg8e5quORKqYypreCQVciaMeD-YmwDc4apTacgEsBPVSRjApRordnjX0fCw-Tr~PnYwkHtDgZFgM0lY71y6WTCzbIqEWGjkwhYhexp7VdglP4FBTEVReSReOS4BCK8z~lyFSDC8AASyJGw1VWznkvMUBEq6kAw-tc2QeAzxBITMXm3BJkTyzpGLQJzK0GqazWNkAtZ7a6exJh2ZNsLRlKO-lAgCBFxhwcYhA-IbSw__&Key-Pair-Id=K1LXZK7POOSHBA,"Ambulance detected responding to incident at intersection of 14th Avenue Northeast and Northeast 75th Street in Seattle, WA",gemini/gemini-1.5-pro,,,,,,,,,URL expired — re-run with fresh presigned URLs
